"p1","p2","p4","c1","c2","c4","m1","m2","m4","r"
0.654643699212985,0.165653298046676,0.285387624265174,0.0100418509632065,0.0181578808557107,0.0185621521407633,5.08168559419353,10.8413525180394,21.7729052964522,0.197857794720932
0.579375983120167,0.162495281952319,0.267207934366974,0.00404611543624822,0.0142589591333814,0.0194038171113865,2.46123554663935,11.9258737304751,20.0751084019534,0.203680842323108
0.562645270754725,0.163981752290127,0.224172781894683,0.00610111801242515,0.033792792875893,0.0110986426291127,4.9700331597994,13.8250301119437,21.0432508826105,0.193588166646506
0.533068598421369,0.170095297828507,0.206522781937789,0.00299510063732964,0.00934481164699318,0.0112191057458223,1.31173879211711,10.7785030593734,20.0941042580209,0.207633362587321
0.613569510872678,0.183355223302008,0.264218219400409,0.0105770586476643,0.0185922631492195,0.0274102042034643,6.47888402749076,12.6531741588281,20.0950187213821,0.195056012151897
0.652142051548371,0.134580518825493,0.302231175444686,0.00467565995153191,0.00916553094378386,0.0347512667042498,0.979072498340489,11.124753343115,19.0907687146859,0.204478006105724
0.590571351992604,0.174816239934357,0.235413516400491,0.00439317416671295,0.0185128577329233,0.0148917922410737,1.39412134309187,11.1425730037202,20.6929081727882,0.197647270948695
0.622922345437933,0.186118312582848,0.233318897579392,0.00949863464717058,0.0265741347482397,0.0126087930510981,6.08747301782517,12.0634528867328,23.5974608644769,0.18186923936025
0.539425574093637,0.168483951576554,0.238850241457409,0.00501588660976071,0.0156295826747548,0.00749080686514336,2.91275902949526,12.0504450607985,22.3603847325178,0.194210332388303
0.628666026607536,0.123930298769267,0.223639878588845,0.0083109938946073,0.0110707271118934,0.0111273000402425,4.8918505722,15.2624466390857,21.6046730660203,0.188359228955025
0.569946693099853,0.182468501714218,0.281238954178244,0.00803687032227978,0.0133112437302784,0.0181381212501448,3.63313763595141,13.1062848127554,21.3934824819422,0.192046894647647
0.59382346106815,0.145983126991554,0.218147578620267,0.00516584904670627,0.0116991322608,0.0139031233952155,2.27204442967472,11.7841341424056,21.01711944856,0.187654669109677
0.563426980990194,0.175814500231229,0.199412180264443,0.00411252080865778,0.022763324859036,0.00759895911999044,2.08099541984645,11.9388073991051,20.5454231238792,0.190398619488248
