"p1","p2","p4","c1","c2","c4","m1","m2","m4","r"
0.24648365998277,0.261249159281037,0.168972807738595,0.00260556582688005,0.00535733211157204,0.0024480959762556,9.08707993229802,15.7939066752437,21.9221296678882,0.219993752561027
0.309457982698711,0.301583134326058,0.337854870322391,0.00871081242500892,0.00833663868941801,0.0115225032843348,7.86277896124897,16.9927005413716,26.6822299803233,0.20219945458661
0.300025685646908,0.331186092799612,0.344680944344492,0.00848365644216919,0.0135429755917417,0.00989032851816608,6.28904340123104,14.2105051293497,25.4959415214865,0.195486740982619
0.351187545237635,0.35585205613276,0.304506006605121,0.00520625230025214,0.0125528483101358,0.0106669173230318,0.030410135092494,15.5098330595773,25.4308234799191,0.208065348333344
0.329452613471945,0.323076320474229,0.306761625496326,0.00734119132255421,0.00965936311115564,0.00879273147544391,2.93895092504531,15.2640281520824,23.6457605722541,0.195289084034277
0.326579807773596,0.287513634369228,0.297601178207979,0.00463550095824849,0.00810882471444359,0.00590257606464032,3.50635111780563,15.466665782759,26.1006131090982,0.183706022376316
0.329540526699499,0.331706362656908,0.305834174535062,0.0116005220217039,0.0105013488125059,0.0113726507545992,5.73304669577118,15.8617888422426,25.7791765892341,0.206658255375121
0.327791792703848,0.316318187748947,0.42239664824366,0.0199711091383001,0.00754883698405288,0.0266198188545633,8.24246476972158,14.2646830119385,24.0193956670784,0.189388071595102
0.297733779538166,0.312305437625061,0.270018406045373,0.00750286493128008,0.00805279487286307,0.00901041707887067,5.54881846054467,15.2222617161517,24.9432487641904,0.211643471373088
0.301156704502263,0.28497669112606,0.39059336436918,0.00858258282003546,0.00962384751525445,0.0117080917014841,6.92462777516716,14.1550544638579,25.7552973351851,0.201195025182824
0.261762423223183,0.278369744995469,0.302311577575754,0.00400502793728641,0.00410438776898152,0.00688655752152978,4.45258985987953,13.1330708457177,27.002900347122,0.19849882115503
0.216988782162631,0.307144212303643,0.317264933145539,0.00163771961053599,0.0102360238255436,0.0104062039734761,0.0423530723370661,14.4793518185197,22.841078020516,0.208062353746452
0.374864861554841,0.284862439500735,0.313103365754277,0.0171627227653826,0.00599486332623303,0.00634246430701354,8.24134748497166,16.9498254830075,31.0856300677649,0.194114879314501
0.272350087973918,0.355231509492177,0.311708537406089,0.0084702862827183,0.0110158804393273,0.00849974490900268,4.55652962937681,15.7934683336897,22.6863080817984,0.19710515127978
0.357401641918605,0.262472703809778,0.322942452183482,0.00886862845784478,0.00708036879618303,0.0150235119984112,5.17496170858161,13.5024990136116,23.5774641180766,0.187331389931934
0.313432087977799,0.345789630673858,0.309176818331347,0.0159331507944379,0.00791318180184145,0.0143128310656304,7.38170394321777,15.3292534165053,22.7709199413566,0.186390202123067
0.335039740728309,0.309525814078348,0.311938580794519,0.00675130842268932,0.00984425316401386,0.00986366215205214,5.22406134556544,16.1273364813392,26.2771520065788,0.188639808130859
0.402476286198804,0.293714465126034,0.278995906774107,0.021683483047755,0.00626954912222005,0.0105994208939763,7.39651817921679,15.8758436752197,22.9360377838407,0.185261363941811
0.357314333779923,0.279530104899524,0.450564749014656,0.01823771709,0.00734406472887989,0.0319473141915285,5.50377826415385,14.7790629269383,23.2159337130105,0.188193197591921
0.311559575645242,0.302129065763503,0.306099787815293,0.00518524960310509,0.0100877731429874,0.00925773543558967,2.51437197467464,15.6322422167094,23.3185438944654,0.193654663458127
0.340604917613598,0.233156961420898,0.278045684116031,0.0104750438994913,0.00218832172711814,0.0087452224522805,8.5663887806309,18.5904884805402,22.5863019436691,0.200789214963811
0.338818542917833,0.310015518505654,0.376240768905305,0.0253356681601761,0.00755760176810486,0.0105256638219271,6.03810779610664,13.6571042698914,23.431552868692,0.186550456866235
0.34564121636912,0.342715477440133,0.36034175986538,0.0182911699712565,0.0123362657971578,0.00967145207257645,4.31142591684785,15.3851894417533,27.4659628249225,0.178811400802212
0.287144717950996,0.249980788543947,0.363969632605243,0.00925182088943298,0.00434949240628952,0.00818871324192917,7.75601799483558,13.1430702955399,27.1996976530335,0.184205360606937
0.300136448437688,0.328365578891442,0.331338415473382,0.00800367796264541,0.00755935704793379,0.00757309633115253,6.93118373822454,15.8007317753015,26.2230488429309,0.202516504435619
0.274983995852208,0.229927460417455,0.308110378033572,0.00267743713399351,0.00351913973326534,0.0100512286541418,1.84858616956671,14.3940914771113,21.0618071147878,0.203467850971264
0.319598478380811,0.284453699436487,0.353646354649199,0.00794565519368707,0.00720021198946944,0.00918242046357226,5.40086057934467,16.5130712392521,24.5438909922125,0.19515120030506
0.313518781102479,0.283208140175773,0.33966252628037,0.00945520454673264,0.00906239745988413,0.0137721556324374,6.05227677416083,14.6509647725009,24.5154828360596,0.187345969489919
0.321688239420761,0.295123261540259,0.376909070706391,0.00932028825665415,0.00656858116287475,0.0188978203385607,5.91066530326101,14.3828971165489,24.0468093365032,0.193087979494905
0.317736022744863,0.314431875572412,0.275064568845484,0.00413196255425533,0.00715604035632619,0.00781365292889738,0.745729892331463,13.9046596163928,24.415967042782,0.18332892867772
0.378147971812395,0.265001856604121,0.300775921896393,0.0208026252636312,0.00485356207167304,0.0109534198844796,6.83717007567204,14.7093366427024,24.1501657517277,0.198383459867066
0.292613906827132,0.289332073341123,0.489094938819404,0.00969671439746684,0.00790620096853442,0.0240260674378264,6.668318609984,13.7458516132456,24.2808360024271,0.171359177630382
0.314893300713837,0.286855067968928,0.276340908103653,0.00577049147337522,0.00839987573505014,0.00717050306221366,3.48363605524475,15.2679363617085,25.8250782181982,0.192075360862848
0.324363558863071,0.368011999658261,0.330294482068275,0.0135843341764663,0.0145874939154803,0.0154530513447966,5.97476361500754,14.5620596296248,24.2276746582785,0.19063850304594
0.300765948676766,0.271579873163294,0.286877985225224,0.00960779418042722,0.00674395160884741,0.00635719393722162,8.70365576899423,13.1781064346489,23.8158035096521,0.201665492793511
0.272443016456985,0.331436223124298,0.381697704614933,0.00938364105360902,0.0160670100773925,0.00865545429009973,5.6960877980602,12.9755695273959,25.9139836452567,0.199760060075751
0.268708052618281,0.345717463697789,0.307381424808967,0.0105829147891185,0.0119995738717345,0.00898566041721297,6.3686543697225,15.2408102402511,22.157818877333,0.197279072568262
0.282278417697176,0.357014055475045,0.359075729984947,0.00770050794896741,0.00741896629049335,0.0138069768580184,5.47678814650567,16.1693152286093,25.3719858473456,0.18698405457573
0.305138465142142,0.30504719614167,0.303068347957739,0.00525737066011906,0.00726708373887219,0.00959302995625066,5.61312545647702,15.1927056190139,25.5870944215007,0.19949614468216
0.314773805829783,0.308758912616748,0.231211855622588,0.0191225405886696,0.00764277474524786,0.00366577463152149,7.63927874078994,14.497385493061,23.1530254479459,0.218318898695595
0.330828125910666,0.2332914218679,0.255252208376433,0.0112903583876366,0.00565221999008584,0.00443836059451374,9.03101977974588,17.4566777262731,25.3015880234311,0.204633566885038
0.32380656761875,0.317987105992691,0.25450762355234,0.0144920873030488,0.00925978416754527,0.00508079621426572,8.64387989828787,14.265089846074,26.2775294271712,0.203852097883411
0.322370623415972,0.298523115504726,0.357764467139901,0.0139237141799159,0.00961566569386924,0.00989119891462867,6.9395030153326,14.527691150273,25.9348710299234,0.208275426606871
0.322813201351506,0.33153209187478,0.391138485651907,0.0130817682417072,0.0115309728417007,0.0150786198113135,5.41791593053979,15.8834044945368,24.9081774276441,0.184304802514111
0.369077929096447,0.282345689870419,0.382913721977206,0.0110807856681883,0.00838755077948128,0.0140117017547766,6.84694341817586,14.5760296223919,23.9745671421094,0.201895551469669
0.305006776005422,0.262113202619351,0.297573593270622,0.00709243863127311,0.00561352054770885,0.0110015342402256,2.15543497035189,14.7977584469552,21.1918385399955,0.214630970265988
0.257652922299427,0.313404166117649,0.318111641560072,0.00322631529863969,0.00978198152205916,0.00824184951110606,2.69949091101417,16.4563030351251,25.7384706808015,0.201384758962226
