"","p1","p2","p4","c1","c2","c4","m1","m2","m4","r"
"1",0.586247238383038,0.141509941280645,0.225739415240652,0.00754204091714669,0.0115679999955917,0.0100848365258894,5.72963099452765,10.617947723023,21.0377769787854,0.201554610193634
"2",0.555255984243499,0.160576442135523,0.211107726527977,0.0040960318691195,0.0154288655526238,0.0104378708152884,3.07528393097216,12.549635599905,20.4100757488197,0.202653235778153
"3",0.52935187414132,0.144397306993065,0.200277134666042,0.00614535521835997,0.0201997362970445,0.00661829598129801,5.92171198404282,13.6253343554333,18.7230059140836,0.198267797883613
"4",0.602265121815037,0.152903385126115,0.206606435186029,0.0038540261196891,0.0090784956970091,0.0107880476662899,0.10627799903946,10.9932944471182,19.7547152056247,0.205543480795823
"5",0.528873870037372,0.158319427987153,0.199919175920063,0.00493302505451383,0.0122819625306688,0.0104119671503546,4.74949534554881,10.5032978929629,19.1067074678003,0.200865576852344
"6",0.607734081098354,0.140398294763466,0.205904821129908,0.00431058263486403,0.0121870264243125,0.00807125515900326,2.00618658600822,11.6544401095379,19.9738197586396,0.197062252271743
"7",0.568392196436615,0.185214295745582,0.202449697892267,0.0042810736502093,0.0260326308627595,0.0078338636301221,1.95747412095125,11.5560503492954,21.32988375503,0.195588792858744
"8",0.518325605263672,0.139935417503183,0.171974100121674,0.0030044170529741,0.0095419592060731,0.00551094051414852,2.18815286522509,10.5091562893445,17.9668912005765,0.198123498413463
"9",0.56590235448445,0.143265683208442,0.256773795681395,0.00437542862168356,0.00941536374080774,0.0105385030249333,1.42980689554796,11.3728014633327,20.9704523782032,0.196025419755255
"10",0.554622407087322,0.117234485579266,0.18804048144351,0.00446260839287705,0.00887497852326277,0.00693692648592482,3.69369057635726,14.9349414519138,18.9056306170131,0.194650416702964
"11",0.538819426071798,0.171933787265464,0.211777442325333,0.00457534500381852,0.0109304786547891,0.0081979273529987,1.31542543344263,13.0696497411885,19.5575138060355,0.20216153635511
"12",0.598537690547164,0.146110836603439,0.20631062874789,0.00383189009003321,0.011716097286738,0.0107173976504938,0.0243107236354445,11.4977860080248,19.8873759614882,0.194539249463921
"13",0.565108395527425,0.172953775506248,0.219839504715986,0.00559185581690467,0.0200921590854781,0.0089884790709107,3.50113781173711,12.292819442378,20.2707597657033,0.190846855375642
"14",0.580206764326227,0.155644625402721,0.199990007585077,0.00593982564449813,0.0149923234329495,0.00773566846699712,4.9423170343527,12.6035826062577,19.4676124075811,0.191953247728582
"15",0.545464450433235,0.183679900656147,0.190772880603945,0.00420744843522997,0.0208911111869222,0.00646423519902103,3.24664699534368,13.9915583057619,19.8541176514264,0.201009722478591
"16",0.581142751580001,0.126057710384644,0.203332476947226,0.0058250191813972,0.00673644885658299,0.00873663208606899,3.87786572576207,11.7155092737912,20.0230376387535,0.195717567269818
