"","p1","p2","p4","c1","c2","c4","m1","m2","m4","r"
"1",0.307873123726795,0.273211120678443,0.295402831310796,0.0086910081580004,0.00632923679384537,0.0117059273700966,6.39345642860675,15.6283212393669,24.3605909384018,0.201058331580139
"2",0.307272708940784,0.307822971681122,0.344860029189139,0.00846138494820398,0.00873744751954713,0.0112275237250492,7.11769027929839,16.9279305899562,27.2173643657469,0.200440526281417
"3",0.281876770930249,0.328021389044984,0.317847090481848,0.0062887879712521,0.0129445462639392,0.00746952036025491,6.32673127200898,14.3061667178339,25.7677443030477,0.20051565843067
"4",0.347618608638749,0.362916872128536,0.321775928149789,0.00622384745540391,0.0130235597060965,0.0106147341996604,1.02764649027182,15.59109179077,26.4700953931708,0.209674898816626
"5",0.315143835380058,0.31538803376139,0.293782208101121,0.00678229044298357,0.00900088224567319,0.00730175200107396,3.73981682940762,15.3040815960309,24.0950041566735,0.198517075201835
"6",0.309800888536002,0.285534077651405,0.278503813578605,0.00406350870049467,0.00771785946678679,0.00403685698131966,3.64826459987748,15.6434504081728,26.7427998027868,0.190520203664495
"7",0.329490895289078,0.332697238075339,0.300811532045918,0.012000645311369,0.0107125238850258,0.00969636456529757,6.1873418242997,15.8611977263888,26.7284038766887,0.207230084148592
"8",0.281469542411948,0.304415940433801,0.35142963716397,0.0113873860586458,0.00683598251516854,0.0163382150336509,8.73344332824946,14.146719212126,23.8935874500283,0.197635645294544
"9",0.282001029362361,0.307589716523648,0.244842463539739,0.00634167251006226,0.0079904934141884,0.00589395471046287,5.77835699249212,15.3844785871018,25.7713114980579,0.216207060649875
"10",0.295523640290228,0.289320032329646,0.403812605967698,0.00749660434054157,0.00987820219562144,0.0125126111641185,6.02322329803949,14.0600510119335,25.845438433614,0.199964157619783
"11",0.266029472685028,0.279642887733303,0.313058071913644,0.00434192824923655,0.00401283656624405,0.00762907924236111,4.13737657205788,13.0593713387241,26.7939755683896,0.197615235356666
"12",0.222282069708864,0.314970988839833,0.332510245919347,0.0026166166757406,0.0106419167295989,0.0102914782678011,1.10220025835935,14.5708689037266,23.5729978173204,0.206683902170198
"13",0.385375061161833,0.279928416076247,0.315309481945417,0.0182322140117974,0.00578627781359804,0.0084389103551027,8.23666129897751,17.0293122650364,28.7862322316032,0.19616462225485
"14",0.269414795356525,0.352675745568538,0.296979992764152,0.00986156185572494,0.0102681558491702,0.00700496829585851,6.25739988393417,16.0168167087531,22.9731216683754,0.202141421964845
"15",0.343415542702231,0.253283001363204,0.307215980677484,0.00934214471535547,0.00619576562673537,0.0114510052214879,5.9045511811937,13.3234576939827,23.4089557099791,0.197678279946911
"16",0.259963565593158,0.346042294772313,0.265413184275039,0.00766654769580673,0.00772858500156996,0.0100169130023177,6.61819526046124,15.3146225729651,21.539666245075,0.194436018263595
"17",0.333790542605077,0.304483180705165,0.314679775348824,0.00778033568240406,0.00965421407333841,0.00979597810425629,6.5784456364098,16.1980509158304,26.2056168069723,0.194895988337476
