"","p1","p2","p4","c1","c2","c4","m1","m2","m4","r"
"22",0.245014490682726,0.632558038988283,0.0961973178759609,0.00574242927630641,0.0100710176430387,0.0115307833325134,7.01315882226252,15.45267940956,16.3136006866334,0.19835215763419
"23",0.254177198132154,0.696652095664762,0.0882784175610608,0.00312329557479316,0.0154852341101243,0.00584105173436659,0.0640604747367406,15.5455666128888,18.6927283011252,0.186985875628103
"24",0.259654539231155,0.686821827731325,0.0803067169885899,0.00408136171074591,0.0127471620840951,0.00634636034457192,3.45787395690231,15.0121992835804,19.5700521782156,0.194735889596738
"25",0.258734106458819,0.650955905977213,0.100169724105431,0.00368010637933478,0.0112388227768088,0.00816973329480968,4.19680713026273,15.1986697012787,21.0467870216507,0.190569171683955
"26",0.233414595821106,0.656561429605861,0.0746624846746616,0.0018026458954384,0.0114127702830278,0.00323251582380436,0.507948323380005,14.9865570406102,18.1724558269555,0.194277040854876
"27",0.287885586127465,0.618831212477274,0.105490935360183,0.00302924056827846,0.00991415857068894,0.0119406952743651,0.108780338908626,15.3848480996531,16.7458523067097,0.189558546283951
"28",0.257763690809051,0.665308844723325,0.10612022230352,0.00584210288888835,0.0116247520898372,0.00581554985122096,7.65416104747068,14.8013915730989,20.7023909715521,0.197970793800341
"29",0.275580761040569,0.627085493263421,0.11508286790963,0.00335529372871503,0.00892401569775247,0.0127451267349842,3.70588377763724,14.2632615294668,19.015384937961,0.203718896877594
"30",0.214449669067233,0.624446883960751,0.11334450493243,0.00588571727102857,0.00880538280301386,0.0115916941967783,7.68120007232004,14.9715021799856,15.9092153716246,0.191973891279861
"31",0.247957637557589,0.584139136244652,0.135279827344558,0.00778000788360988,0.00760519700366492,0.0187457673475308,7.94417107571436,15.219223062197,16.5934104401175,0.193230441789569
"32",0.250477280470287,0.614977989112433,0.131743048602212,0.00526706159774339,0.0140478507485618,0.0103813078814537,7.07209087447165,14.1053478872983,21.0770689098703,0.209001596480608
"33",0.24801123239483,0.727458067162381,0.0928338484991127,0.00282186725793818,0.0141272242417889,0.00923738086107025,0.138358315274844,14.8475922024392,23.3634236700888,0.200091665886956
"34",0.277642408645582,0.63408521483935,0.132994732053983,0.00708196461248575,0.0134531114086556,0.0237668912738798,7.18512322745278,14.307304933025,19.1845794934698,0.205653346970106
"35",0.235437068613366,0.656249847128101,0.0752353419178503,0.00660800628053265,0.0116178981973349,0.00928696181249374,8.99761877107717,15.4749517297693,18.3334255461235,0.205394025184559
"36",0.245827185607826,0.679150981786328,0.0928097520160486,0.00573037666992824,0.0159948435299152,0.00658030421016131,7.15094573451089,14.8355791402247,23.8925342944699,0.192398465350291
"37",0.279693786155567,0.598879331119563,0.126873876392533,0.00609246739877342,0.0102182199049495,0.00951063768728071,4.17843328777,15.4950909098212,20.8278297332374,0.215705162363085
"38",0.250041100087635,0.708512136328839,0.0973445084559183,0.00937602977562501,0.0154747431210518,0.0153035932588324,6.11320041259892,15.3627912299128,18.2563704609054,0.212696641212576
"39",0.274592085621279,0.657508961194125,0.115486007278246,0.00459447769097696,0.0097661356568401,0.0124719609526179,3.2185875425182,15.4453890552967,18.9978241925191,0.201426090252589
"40",0.244742349908985,0.613949509108037,0.112308289589386,0.00399367382095706,0.00938229873511706,0.0074386505161873,5.28842895947329,14.9463830992555,21.8544345917073,0.190191109961351
"41",0.282301427643779,0.655491486917146,0.121696005936166,0.00565049032345279,0.012765958868986,0.0110808681742372,6.34194020142258,14.8274777473804,21.9074446012203,0.192854361620845
"42",0.262923737916621,0.662784296439503,0.127788261360903,0.00740382431776181,0.0128620461887281,0.0144767653993669,6.28180178956086,14.7996402981341,19.3558022026979,0.197455506457856
"43",0.268691658202409,0.660340221702272,0.0999295225622726,0.00619198751549508,0.0128023316985383,0.0161911744697748,7.09084782137225,14.2430980595963,19.9238421500699,0.190128327406888
"44",0.237394801245948,0.614508746237402,0.117138050779828,0.00793374631818876,0.0110618584256355,0.0108456064005391,9.78010717990372,14.8971095154285,20.7123283310682,0.189191769466686
"45",0.235645487191252,0.615738741525979,0.109017968662181,0.00417754669024661,0.00851229768548239,0.0094501434809755,5.64144276476561,14.7408704590306,18.3381420869425,0.197017912900553
"46",0.242504699281637,0.624853771917944,0.0921347973604094,0.00650962798858882,0.0119526801115322,0.00391975593805422,8.44435676728731,15.9063398494219,20.9639782376538,0.205138615294945
"47",0.265733729936256,0.731204185992408,0.131116953410223,0.00469082458395718,0.0199066326518604,0.0186964441197771,3.22170252781111,15.0398104721127,21.111049818316,0.206432587764858
"48",0.255963127879393,0.670203371069589,0.138167504097582,0.00832705126109334,0.0135252635907375,0.0205180336012551,6.14924180440914,15.0498079468885,21.623620025723,0.206059200402467
"49",0.282593588918577,0.64480222507726,0.101443040478026,0.00667040029134669,0.0124839554052855,0.00902070113578255,6.17868713946781,15.1098227776231,20.7440024328808,0.198471274757788
"50",0.289198016911187,0.629178878255957,0.132167786096885,0.00499551865041911,0.0119481457585398,0.0135389011839312,2.62649815930077,14.7524089261036,23.9788318655959,0.204110169845094
"51",0.290164734641133,0.632443848914903,0.11987157168462,0.00833914853555615,0.00971497861235305,0.0165049344437434,6.60517358254564,15.4636566189874,19.0902535963151,0.203563313319482
"52",0.292029423722998,0.571588724118724,0.14675450916828,0.00358204209132079,0.00889887316276474,0.0138789634805713,0.368400101945947,14.1701141108861,19.450089618715,0.188612653006519
"53",0.264324144378329,0.654622111692644,0.0980402570134269,0.00812818878238483,0.011331087202582,0.00448032244292443,7.17629156591813,15.2872020673167,24.218441362173,0.197277556633222
"54",0.29501137987289,0.695127701725018,0.0626300173792905,0.00939943202038484,0.0148693364268684,0.00929091580108629,7.33029121766293,16.2261238882811,16.8799325704283,0.202648076781162
"55",0.259486501945449,0.673823263208406,0.101769016203331,0.008739685905802,0.0151017525127003,0.00734568078056582,6.75388464802993,14.6356576896784,19.6256996443101,0.191838254968573
"56",0.221579275876397,0.665182304382504,0.124103471756739,0.00499713344656188,0.0131422533149648,0.0215171658025035,9.67199078851058,13.8001329230152,21.2480478005713,0.204154538722433
"57",0.244526017929938,0.620872643378967,0.111845396463927,0.00756146842378956,0.00937507842094113,0.00503237267689262,8.95796866857374,14.603748031732,20.6345583140707,0.194898490887452
"58",0.295056462631717,0.570838020219555,0.0983936198841707,0.00807779734033916,0.0109973807679417,0.00720332119738965,9.28719832942446,15.1084679822673,19.86587316956,0.185962344898594
"59",0.27346533642201,0.632819571139795,0.09267957909682,0.00430789985620475,0.00950054365236443,0.00794639784493965,7.67005455547816,15.9818361161407,18.3392683687384,0.198901493669633
"60",0.269892444356595,0.657887907512965,0.0874482089054442,0.00476123527494563,0.0118885459834279,0.00743499126977032,6.87667587680342,15.5192704921641,22.1348695927708,0.204680622155926
"61",0.241473228420812,0.675473598233117,0.129580600281339,0.00512609601684921,0.0124978789770687,0.0122993663537433,6.18432509758489,14.3120461039401,20.6178179509963,0.201754988565507
"62",0.235115092417669,0.707713277822133,0.0565463351179738,0.00289235132229235,0.012941962663514,0.00359318911848188,0.153048349598321,15.0412747765465,24.4176012562171,0.199989820730033
"63",0.273608527347304,0.697169962089403,0.0722438385074904,0.00696296521656553,0.0140346856106785,0.00325781583851941,5.88326849297172,15.2798917535399,20.2361032675477,0.20112353711659
"64",0.28764196757846,0.647466772424969,0.0818096164602926,0.00753709371505652,0.0118760027485875,0.00459062856450269,5.54746619617679,14.6797327897092,18.1356028867129,0.202883951215482
"65",0.258660486538553,0.658460887182254,0.128625549906836,0.00864951320534191,0.0122512176438519,0.0211910955956447,7.79128987091842,14.9516534929307,18.7247345879475,0.198065291600501
"66",0.228478701754291,0.661787934331907,0.0904717176111153,0.00437063424868401,0.0128170457391745,0.00644719717657679,6.87589400000208,15.8297213031956,19.496631726235,0.181046257448113
"67",0.25984678264407,0.664207102857892,0.0951927221833196,0.00253604372645621,0.0147060408236812,0.011878178677018,0.602673934671301,14.5369539108451,21.8965842247072,0.19484706826675
"68",0.29511173632427,0.654583804325225,0.0941717290546803,0.0113486571878259,0.0122108581467968,0.00763616281636059,7.24662931927666,15.5521915714631,19.8037755788325,0.194275891201101
"69",0.237857681838618,0.650948462733323,0.0770582432818672,0.0028523700593324,0.0136928321342052,0.0038850076233352,1.30577603007241,15.1475127073656,21.3962374139664,0.195046306991502
"70",0.283240498898928,0.641841567285968,0.117482620901835,0.00298646524061637,0.0114407387683086,0.00916735149645134,2.28031299714002,14.4548568755118,18.9300310244906,0.199631050682534
"71",0.241353230844493,0.636980084879884,0.103546679198678,0.00746982279837625,0.01151736797314,0.011638969593072,6.79256744411157,15.3945643478719,15.9853346384684,0.206184410432824
"72",0.258097990263375,0.66178377565881,0.0909630893684532,0.00226114980493489,0.0132636953097555,0.00576068837867323,2.50853325733787,14.3643733328811,14.3038080761293,0.200626473198956
"73",0.243280697881079,0.626832211920394,0.0738270091217859,0.00362219669774494,0.0110170806031351,0.00406818438918691,5.2130599942057,15.0060107972305,18.6352100985885,0.205015446329901
"74",0.32224692250269,0.653656990365373,0.14902961494826,0.0178130002647722,0.015458206664899,0.0138976475831064,7.72201933551713,15.1104119513485,21.0853671671575,0.197421493637948
"75",0.25832939043736,0.663787054952789,0.105095956141536,0.00685706604861311,0.0126153657265979,0.0100231649085083,5.80187173226658,15.0098085582206,19.9049790335108,0.196066381823524
"76",0.270236103615563,0.643910873800555,0.0955483928701538,0.00723329969240453,0.00918761364303943,0.00901930523460644,7.22562319356977,14.9165802658185,18.2232542492433,0.188664585127546
"77",0.26597225829082,0.620708310348793,0.0769295586341762,0.00525623420279739,0.0111843880710322,0.00932319448165199,4.5055451076304,14.9644986126892,17.6574063074843,0.198259092768837
"78",0.294000895897174,0.640818787059078,0.0589884912246863,0.00612071644798967,0.0135874638957099,0.00383572711130633,7.18565209032515,15.5781701702583,21.9013380291519,0.196397618291207
"79",0.24011800371765,0.718062689283122,0.118956422291433,0.00499389541758797,0.0158581621994333,0.0144735025180066,3.74219837825408,14.7493130075773,21.0284334600668,0.195855594919057
"80",0.219219080202664,0.631406071129083,0.119085276800342,0.00180729602128128,0.0141451412204883,0.00828847359282562,1.87444547800571,14.706159688069,17.3118726092505,0.200825345750055
"81",0.250725850023825,0.643125124948012,0.110184371137084,0.00452216382184021,0.00979208105563162,0.0129768726360501,5.83443323160326,14.3948009469735,17.9479783879478,0.209621473344664
"82",0.300296754776403,0.640621476555259,0.0707356295688505,0.0100949110021955,0.0129859235478037,0.00876577704013069,8.84295119612535,15.0150363378295,18.4332967070659,0.192677842075236
"83",0.223365279595194,0.708973382539623,0.0712797198524535,0.00234109708657423,0.0125074559065226,0.00643759879667826,0.860716204676647,15.5739099318462,15.9248935204908,0.204539977801406
"84",0.202218129596934,0.663623872888601,0.0900498085669964,0.0027288999545649,0.0103326207740741,0.00261274208316251,4.73415066981856,14.6521561407334,20.7606875864947,0.191971067088856
"85",0.270724663460237,0.57997799721292,0.140463220046939,0.00291612800141832,0.0109675586629943,0.0180113402189242,0.642532367625444,14.2989301507614,17.8009547327136,0.204768387085027
"86",0.333123560120715,0.663803968381204,0.100274826534981,0.00676810632776176,0.01475088744586,0.00777386406659891,4.72619226316542,15.4372829450237,21.7302469505647,0.201832541099323
"87",0.256651071628512,0.612528407317911,0.0721973490810847,0.00590338023576662,0.00969606234085153,0.00615124683399281,7.06844353338759,15.5008837163921,16.431366575428,0.202272223492781
"88",0.232441648983311,0.680403755922258,0.086918274864327,0.00334451208761779,0.0112957881910182,0.0040049345262165,3.55238853757552,15.3528722648577,24.4145706457986,0.208635496505403
"89",0.288338582901418,0.655166830516099,0.113629823339824,0.00702595766014037,0.0172649137103799,0.00925600887086705,5.32039664346317,14.7228069070714,19.682947110038,0.197057969235959
"90",0.24040882855736,0.653361952249914,0.137452432619854,0.00531472305452628,0.0116992385105017,0.0192279037996613,9.08169201407276,14.6489659042066,20.7062995792917,0.196667467575492
"91",0.261615791605967,0.616062550839188,0.101227783813729,0.00525333211562097,0.00944241439626186,0.00855244066591281,7.24450704304176,15.4477895406091,18.6573494364478,0.195855597510091
"92",0.244883361906936,0.675653994407782,0.0643784000337554,0.0040731692480935,0.012980864844675,0.000859014855364052,5.37105007351624,15.5343542983206,14.1922429995748,0.211393381527162
"93",0.276579987233659,0.605616023254833,0.149248346106765,0.00704978680474991,0.0127251799341244,0.0184406515578224,6.21409755255884,15.0416883966022,17.7224233103786,0.201800901696772
"94",0.242737290135327,0.644450910968073,0.123187971369532,0.0031609816545788,0.0126943057327634,0.0136565216820317,6.05150523112473,14.5241635965961,20.4472986192985,0.195295658779451
"95",0.269883135930256,0.653447658805377,0.0742342751008872,0.0050168933501131,0.0132401060950697,0.00953223587273404,5.28038109635489,15.3210658668564,17.506291640772,0.194711997424843
"96",0.266369673777241,0.672092705152281,0.0735304595448862,0.0044779731162837,0.0178068151962576,0.00562225525202569,6.26032579785162,15.2020060085672,18.4360295287551,0.208939697324583
"97",0.244741778240344,0.661289146019592,0.123121261407067,0.00623747692630725,0.0120576403693203,0.0077147686799825,7.66321010556336,14.8694470470785,22.8982024622054,0.203815807815839
"98",0.277612735446589,0.720280777080461,0.115072788125156,0.00526079459080699,0.0148322465962342,0.0126841604002347,3.50487430112902,15.6737660091113,23.2253799152952,0.189521575543605
"99",0.250765909589689,0.664029534289784,0.13163099438018,0.00397918517605929,0.014630067420397,0.0188032217939527,3.46227452364706,15.6258351268226,16.9798820183913,0.200300547467702
"100",0.234254388636795,0.705886214010206,0.117645781635529,0.00455471450531092,0.0102641742255094,0.00700628834120284,1.09723015071115,15.6600043781398,20.4173178367358,0.207440643443987
