Condition,Movie,Cell ID,Generation,R.P,G.P,B.P,Parent MkP,Parent MkP.2,Parent ErP,Parent ErP.2,Parent MEP,Parent MEP.2,Generations Since Blue,Parent Type,First Frame,Last Frame,# of Time Frames,1,2,3,4,5,2Hr Conversion,2Hr Conversion.1,30Min Conversion,30Min Conversion.1,30Min Conversion.2,10Min Conversion,10Min Conversion.1,Sum of Conversions,Sum of Conversions.1,Sum of Conversions.2,Sum of Conversions.3,Sum of Conversions.4,Sum of Conversions.5,Sum of Conversions.6,Hours,First Time,Last Time,Total Time,1st X,1st Y,Last X,Last Y,Diffusion Pixel Distance,Diffusion Micron Distance,Total Pixel Distance,Total Micron Distance,Directionality,Avg Velocity,1 Peak Velocity,1 Peak Frame,1 Peak Time,3 Peak Velocity,3 Peak Frame 1,3 Peak Time 1,3 Peak Frame 2,3 Peak Time 2,3 Peak Frame 3,3 Peak Time 3,R.D1,G.D1,B.D1,Daughter 1 MkP,Daughter 1 MkP.2,Daughter 1 ErP,Daughter 1 ErP.2,Daughter 1 MEP,Daughter 1 MEP.2,Daughter 1 Type,R.D2,G.D2,B.D2,Daughter 2 MkP,Daughter 2 MkP.2,Daughter 2 ErP,Daughter 2 ErP.2,Daughter 2 MEP,Daughter 2 MEP.2,Daughter 2 Type,MEP Expansion,MEP Expansion.2,MEP Maintenance+E,MEP Maintenance+E.1,MEP Maintenance+E.2,MEP Maintenance+E.3,MEP Maintenance+Mk,MEP Maintenance+Mk.1,MEP Maintenance+Mk.2,MEP Maintenance+Mk.3,MEP Maintenance,MEP Exhaustion,MEP Exhaustion.1,MEP Exhaustion.2,MEP Exhaustion.3,ErP Expansion,ErP Expansion.2,MkP Expansion,Division Outcome,Division Outcome.6
Cntrl MEP,02102020_sp3a,Sheet41,9,1,0,0,0,,ErP,ErP,0,,3,ErP,498,636,139,139,616,-477,616,-477,278,-954,,,,23.1713,102.6872,0,0,0,0,0,23.1713,0,23.1713,141.2166667,164.2166667,23,970.2254367,557.5594978,966.42631,536.5878821,21.31295449,238.7050903,155.9001563,1746.081751,7.314807358,75.35536422,12.68837484,547,0.166666667,12.10361999,547,0.166666667,523,0.166666667,520,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet42,10,1,0,0,0,,ErP,ErP,0,,4,ErP,637,724,88,88,704,-616,704,-616,176,-1232,,,,14.6696,117.3568,0,0,0,0,0,14.6696,0,14.6696,164.3833333,178.8833333,14.5,972.8127729,537.2265284,975.2330786,545.3247817,8.452194134,94.6645743,32.88114952,368.2688746,3.890250153,25.10422061,5.979439822,709,0.166666667,4.249771485,709,0.166666667,711,0.166666667,639,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet43,10,1,0,0,0,,ErP,ErP,0,,4,ErP,637,724,88,88,704,-616,704,-616,176,-1232,,,,14.6696,117.3568,0,0,0,0,0,14.6696,0,14.6696,164.3833333,178.8833333,14.5,959.8269651,538.7167031,959.7483624,548.7658297,10.04943404,112.5536613,44.0054249,492.8607589,4.378895838,33.59742317,7.277353909,712,0.166666667,6.390467809,712,0.166666667,638,0.166666667,639,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet44,9,1,0,0,0,,ErP,ErP,0,,3,ErP,498,631,134,134,611,-477,611,-477,268,-954,,,,22.3378,101.8537,0,0,0,0,0,22.3378,0,22.3378,141.2166667,163.3833333,22.16666667,970.2254367,572.9492358,962.8073144,565.7527293,10.33529122,115.7552616,185.6650639,2079.448716,17.96418311,93.0910258,29.74008322,526,0.166666667,23.52303367,526,0.166666667,548,0.166666667,550,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet45,10,1,0,0,0,,ErP,ErP,0,,4,ErP,632,724,93,93,704,-611,704,-611,186,-1222,,,,15.5031,117.3568,0,0,0,0,0,15.5031,0,15.5031,163.55,178.8833333,15.33333333,968.555131,572.7778384,973.0824236,564.2505459,9.654589414,108.1314014,45.06844866,504.7666249,4.66808548,32.55907689,5.420061055,651,0.166666667,5.063094859,651,0.166666667,638,0.166666667,649,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet46,10,1,0,0,0,,ErP,ErP,0,,4,ErP,632,724,93,93,704,-611,704,-611,186,-1222,,,,15.5031,117.3568,0,0,0,0,0,15.5031,0,15.5031,163.55,178.8833333,15.33333333,959.8269651,565.3269651,957.5977074,569.1970524,4.466224986,50.02171984,56.40858967,631.7762043,12.63003764,40.7516048,8.514845191,655,0.166666667,7.574717426,655,0.166666667,650,0.166666667,712,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet47,6,1,0,0,0,,ErP,ErP,0,,1,ErP,205,308,104,104,288,-184,288,-184,208,-368,,,,17.3368,48.0096,0,0,0,0,0,17.3368,0,17.3368,92.38333333,109.55,17.16666667,755.85625,442.42125,829.6235521,460.1177606,75.86027518,849.635082,125.003068,1400.034361,1.647806677,80.75506214,18.76271785,260,0.166666667,17.89508237,260,0.166666667,251,0.166666667,251,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet48,7,1,0,0,0,,ErP,ErP,0,,2,ErP,309,391,83,83,371,-288,371,-288,166,-576,,,,13.8361,61.8457,0,0,0,0,0,13.8361,0,13.8361,109.7166667,123.3833333,13.66666667,821.8088803,461.1833977,813.7572394,484.7031853,24.85979349,278.4296871,32.24435166,361.1367385,1.29704825,26.10105005,21.59796279,314,0.166666667,8.378275677,314,0.166666667,315,0.166666667,347,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet49,8,1,0,0,0,,ErP,ErP,0,,3,ErP,392,471,80,80,451,-371,451,-371,160,-742,,,,13.336,75.1817,0,0,0,0,0,13.336,0,13.336,123.55,136.7166667,13.16666667,816.2649614,481.7775097,829.75375,448.39875,36.00123629,403.2138464,68.79865765,770.5449657,1.911008197,57.77931656,16.92382935,437,0.166666667,12.31446696,437,0.166666667,436,0.166666667,426,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet50,9,1,0,0,0,,ErP,ErP,0,,4,ErP,472,541,70,70,521,-451,521,-451,140,-902,,,,11.669,86.8507,0,0,0,0,0,11.669,0,11.669,136.8833333,148.3833333,11.5,834.96625,449.09375,815.1157205,537.0764192,90.19419938,1010.175033,103.5411628,1159.661023,1.147980286,99.37964035,23.09606615,488,0.166666667,19.14742397,488,0.166666667,508,0.166666667,507,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet51,10,1,0,0,0,,ErP,ErP,0,,5,ErP,542,724,183,183,704,-521,704,-521,366,-1042,,,,30.5061,117.3568,0,0,0,0,0,30.5061,0,30.5061,148.55,178.8833333,30.33333333,818.9061135,541.1375546,905.5518559,511.9896288,91.4171004,1023.871524,158.7382708,1777.868633,1.736417695,58.27911901,30.29311067,578,0.166666667,21.68687621,578,0.166666667,579,0.166666667,553,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet52,10,1,0,0,0,,ErP,ErP,0,,5,ErP,542,651,110,110,631,-521,631,-521,220,-1042,,,,18.337,105.1877,0,0,0,0,0,18.337,0,18.337,148.55,166.7166667,18.16666667,806.4519651,539.2423581,829.819869,572.1058952,40.32457075,451.6351924,59.21330941,663.1890654,1.4684176,36.16671568,15.21095778,563,0.166666667,9.493979413,563,0.166666667,557,0.166666667,558,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet53,11,1,0,0,0,,ErP,ErP,0,,6,ErP,652,724,73,73,704,-631,704,-631,146,-1262,,,,12.1691,117.3568,0,0,0,0,0,12.1691,0,12.1691,166.8833333,178.8833333,12,830.5054585,576.5622271,825.5316594,589.9683406,14.29904045,160.1492531,33.16257535,371.420844,2.319216836,30.52163627,8.821967224,706,0.166666667,5.092626325,706,0.166666667,679,0.166666667,680,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet54,11,1,0,0,0,,ErP,ErP,0,,6,ErP,652,724,73,73,704,-631,704,-631,146,-1262,,,,12.1691,117.3568,0,0,0,0,0,12.1691,0,12.1691,166.8833333,178.8833333,12,830.1626638,563.878821,830.1364629,569.3679039,5.489145501,61.47842961,15.57737935,174.4666488,2.83785142,14.33685718,1.953953297,706,0.166666667,1.741281839,706,0.166666667,690,0.166666667,719,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet55,9,1,0,0,0,,ErP,ErP,0,,4,ErP,472,546,75,75,526,-451,526,-451,150,-902,,,,12.5025,87.6842,0,0,0,0,0,12.5025,0,12.5025,136.8833333,149.2166667,12.33333333,818.28625,442.14375,834.0740741,453.4444444,19.41548567,217.4534395,73.84277158,827.0390417,3.803292528,66.14989336,14.4472338,480,0.166666667,9.472162726,480,0.166666667,506,0.166666667,530,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet56,10,1,0,0,0,,ErP,ErP,0,,5,ErP,547,586,40,40,566,-526,566,-526,80,-1052,,,,6.668,94.3522,0,0,0,0,0,6.668,0,6.668,149.3833333,155.8833333,6.5,834.4444444,454.9259259,793.8646288,563.6157205,116.0180714,1299.402399,98.53908623,1103.637766,0.849342564,165.5125624,24.80164902,574,0.166666667,23.00214709,574,0.166666667,565,0.166666667,586,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet57,10,1,0,0,0,,ErP,ErP,0,,5,ErP,547,549,3,3,529,-526,529,-526,6,-1052,,,,0.5001,88.1843,0,0,0,0,0,0.5001,0,0.5001,149.3833333,149.7166667,0.333333333,831.1111111,443.6296296,827.2222222,446.4074074,4.779069593,53.52557944,3.082499887,34.52399874,0.645,69.03419064,4.779069593,548,0.166666667,#NUM!,548,0.166666667,549,0.166666667,#NUM!,#NUM!,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet58,8,1,0,0,0,,ErP,ErP,0,,3,ErP,392,477,86,86,457,-371,457,-371,172,-742,,,,14.3362,76.1819,0,0,0,0,0,14.3362,0,14.3362,123.55,137.7166667,14.16666667,805.398166,489.7186293,829.3427948,535.3820961,51.56061907,577.4789336,66.86718045,748.912421,1.296865353,52.23925594,17.59856318,415,0.166666667,14.03040566,415,0.166666667,402,0.166666667,411,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet59,9,1,0,0,0,,ErP,ErP,0,,4,ErP,478,591,114,114,571,-457,571,-457,228,-914,,,,19.0038,95.1857,0,0,0,0,0,19.0038,0,19.0038,137.8833333,156.7166667,18.83333333,833.1943231,540.150655,732.0780568,551.7068777,101.7744841,1139.874222,197.5745818,2212.835317,1.941297798,116.4417283,25.78095543,521,0.166666667,20.62720215,521,0.166666667,516,0.166666667,520,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet60,10,1,0,0,0,,ErP,ErP,0,,5,ErP,592,687,96,96,667,-571,667,-571,192,-1142,,,,16.0032,111.1889,0,0,0,0,0,16.0032,0,16.0032,156.8833333,172.7166667,15.83333333,724.0998908,541.7341703,677.3902838,523.4754367,50.15145799,561.6963295,125.3164799,1403.544574,2.498760452,87.7039951,19.94130115,618,0.166666667,15.91468063,618,0.166666667,605,0.166666667,626,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet61,10,1,0,0,0,,ErP,ErP,0,,5,ErP,592,608,17,17,588,-571,588,-571,34,-1142,,,,2.8339,98.0196,0,0,0,0,0,2.8339,0,2.8339,156.8833333,159.55,2.666666667,735.2123362,552.8466157,733.3155022,584.5753275,31.78536033,355.9960357,51.03796584,571.6252174,1.605706694,201.7097348,17.78379454,606,0.166666667,13.22806844,606,0.166666667,599,0.166666667,601,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet62,9,1,0,0,0,,ErP,ErP,0,,4,ErP,478,662,185,185,642,-457,642,-457,370,-914,,,,30.8395,107.0214,0,0,0,0,0,30.8395,0,30.8395,137.8833333,168.55,30.66666667,827.3253275,528.9628821,499.5289301,309.496179,394.4820806,4418.199302,632.0675607,7079.15668,1.60227192,229.548361,48.52180071,503,0.166666667,43.87974869,503,0.166666667,522,0.166666667,523,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet63,7,1,0,0,0,,ErP,ErP,0,,2,ErP,309,373,65,65,353,-288,353,-288,130,-576,,,,10.8355,58.8451,0,0,0,0,0,10.8355,0,10.8355,109.7166667,120.3833333,10.66666667,837.0830116,462.2490347,855.5609568,479.7862654,25.47526092,285.3229223,78.15843449,875.3744663,3.06801311,80.78763937,36.44881043,359,0.166666667,20.89163159,359,0.166666667,353,0.166666667,365,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet64,8,1,0,0,0,,ErP,ErP,0,,3,ErP,374,476,103,103,456,-353,456,-353,206,-706,,,,17.1701,76.0152,0,0,0,0,0,17.1701,0,17.1701,120.55,137.55,17,862.1983025,480.0748457,875.010917,450.4650655,32.26301558,361.3457744,232.5522035,2604.58468,7.208012004,151.6930408,33.02891918,391,0.166666667,28.13191328,391,0.166666667,403,0.166666667,384,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet65,9,1,0,0,0,,ErP,ErP,0,,4,ErP,477,724,248,248,704,-456,704,-456,496,-912,,,,41.3416,117.3568,0,0,0,0,0,41.3416,0,41.3416,137.7166667,178.8833333,41.16666667,876.4781659,448.4475983,850.9792576,443.8264192,25.91427445,290.2398738,165.7517478,1856.419575,6.396156225,44.90439594,17.38843148,574,0.166666667,13.61966325,574,0.166666667,498,0.166666667,485,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet66,9,1,0,0,0,,ErP,ErP,0,,4,ErP,477,724,248,248,704,-456,704,-456,496,-912,,,,41.3416,117.3568,0,0,0,0,0,41.3416,0,41.3416,137.7166667,178.8833333,41.16666667,871.709607,458.5349345,878.1233624,449.400655,11.1611523,125.0049057,128.7866854,1442.410876,11.53883416,34.89005932,18.12682636,550,0.166666667,13.43173095,550,0.166666667,496,0.166666667,480,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet67,8,1,0,0,0,,ErP,ErP,0,,3,ErP,374,549,176,176,529,-353,529,-353,352,-706,,,,29.3392,88.1843,0,0,0,0,0,29.3392,0,29.3392,120.55,149.7166667,29.16666667,847.7692901,479.7862654,858.8888889,429.5555556,51.44676561,576.2037748,346.6195694,3882.139177,6.737441417,132.3191899,36.32895478,384,0.166666667,28.69774001,384,0.166666667,391,0.166666667,408,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet68,5,0,0,1,0,,0,,MEP,MEP,,MEP,108,204,97,97,184,-87,184,-87,194,-174,,,,16.1699,30.6728,0,0,0,0,0,16.1699,0,16.1699,76.21666667,92.21666667,16,766.1271834,434.2691048,727.64125,462.51375,47.73810902,534.666821,121.0046248,1355.251798,2.534759488,83.81324545,24.13202359,140,0.166666667,22.22916322,140,0.166666667,132,0.166666667,139,0.166666667,0,0,1,0,,0,,MEP,MEP,MEP,1,0,0,0,,ErP,ErP,0,,ErP,0,,1,0,1,MEP Maintenance+E,0,0,0,,0,0,0,,0,,0,,MEP Maintenance+E,
Cntrl MEP,02102020_sp3a,Sheet69,6,0,0,1,0,,0,,MEP,MEP,,MEP,205,317,113,113,297,-184,297,-184,226,-368,,,,18.8371,49.5099,0,0,0,0,0,18.8371,0,18.8371,92.38333333,111.05,18.66666667,724.22125,455.24625,704.3006757,479.402027,31.31023547,350.6746373,83.02143552,929.8400779,2.651574933,49.3621671,17.18528731,231,0.166666667,11.60313987,231,0.166666667,217,0.166666667,259,0.166666667,0,0,1,0,,0,,MEP,MEP,MEP,1,0,0,0,,ErP,ErP,0,,ErP,0,,1,0,1,MEP Maintenance+E,0,0,0,,0,0,0,,0,,0,,MEP Maintenance+E,
Cntrl MEP,02102020_sp3a,Sheet70,7,0,0,1,0,,0,,MEP,MEP,,MEP,318,423,106,106,403,-297,403,-297,212,-594,,,,17.6702,67.1801,0,0,0,0,0,17.6702,0,17.6702,111.2166667,128.7166667,17.5,700.1790541,476.9290541,686.2707424,541.9978166,66.53859777,745.232295,136.5498658,1529.358497,2.052190313,86.55015206,25.05833776,405,0.166666667,17.09127013,405,0.166666667,406,0.166666667,419,0.166666667,0,1,0,MkP,MkP,0,,0,,MkP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,1,0,1,MEP Exhaustion,0,,0,,MEP Exhaustion,
Cntrl MEP,02102020_sp3a,Sheet71,8,0,1,0,MkP,MkP,0,,0,,1,MkP,424,724,301,301,704,-403,704,-403,602,-806,,,,50.1767,117.3568,0,0,0,0,0,50.1767,0,50.1767,128.8833333,178.8833333,50,685.3275109,547.0283843,805.12375,264.25625,307.1013169,3439.534749,547.9187278,6136.689752,1.784162743,122.3015812,47.66266161,454,0.166666667,44.02868761,454,0.166666667,456,0.166666667,457,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet72,8,1,0,0,0,,ErP,ErP,0,,1,ErP,424,586,163,163,566,-403,566,-403,326,-806,,,,27.1721,94.3522,0,0,0,0,0,27.1721,0,27.1721,128.8833333,155.8833333,27,691.30131,532.8799127,669.8324236,455.2658297,80.528622,901.9205664,653.4620774,7318.775267,8.114656146,269.3489008,44.74004917,428,0.166666667,38.9149096,428,0.166666667,430,0.166666667,467,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet73,9,1,0,0,0,,ErP,ErP,0,,2,ErP,587,724,138,138,704,-566,704,-566,276,-1132,,,,23.0046,117.3568,0,0,0,0,0,23.0046,0,23.0046,156.05,178.8833333,22.83333333,666.0463974,459.0518559,632.799375,344.459375,119.3180673,1336.362353,581.6328755,6514.288206,4.874642113,283.1732873,60.24938742,643,0.166666667,44.70260402,643,0.166666667,620,0.166666667,610,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet74,9,1,0,0,0,,ErP,ErP,0,,2,ErP,587,724,138,138,704,-566,704,-566,276,-1132,,,,23.0046,117.3568,0,0,0,0,0,23.0046,0,23.0046,156.05,178.8833333,22.83333333,674.2494541,448.0092795,736.8286026,445.7652838,62.61936873,701.3369297,157.758522,1766.895446,2.519324695,76.80617991,18.39363242,647,0.166666667,15.88978545,647,0.166666667,695,0.166666667,648,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet75,7,1,0,0,0,,ErP,ErP,0,,1,ErP,318,418,101,101,398,-297,398,-297,202,-594,,,,16.8367,66.3466,0,0,0,0,0,16.8367,0,16.8367,111.2166667,127.8833333,16.66666667,711.3074324,484.347973,728.86,539.04,57.43962438,643.323793,64.29292874,720.0808018,1.119313182,42.76852363,26.42838496,372,0.166666667,12.54252773,372,0.166666667,370,0.166666667,344,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet76,8,1,0,0,0,,ErP,ErP,0,,2,ErP,419,530,112,112,510,-398,510,-398,224,-796,,,,18.6704,85.017,0,0,0,0,0,18.6704,0,18.6704,128.05,146.55,18.5,725.62,540.12,732.8100437,591.2248908,51.60820278,578.0118712,181.3125438,2030.70049,3.513250491,108.7657731,34.62296637,465,0.166666667,28.95296155,465,0.166666667,466,0.166666667,467,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet77,9,1,0,0,0,,ErP,ErP,0,,3,ErP,531,672,142,142,652,-510,652,-510,284,-1020,,,,23.6714,108.6884,0,0,0,0,0,23.6714,0,23.6714,146.7166667,170.2166667,23.5,735.2467249,589.058952,653.7631004,525.400655,103.4019334,1158.101654,97.97949147,1097.370304,0.94755957,46.35848764,30.87735086,551,0.166666667,21.96090075,551,0.166666667,547,0.166666667,561,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet78,10,1,0,0,0,,ErP,ErP,0,,4,ErP,673,724,52,52,704,-652,704,-652,104,-1304,,,,8.6684,117.3568,0,0,0,0,0,8.6684,0,8.6684,170.3833333,178.8833333,8.5,653.05131,521.1299127,655.5975,527.7325,7.076527597,79.25710908,14.13672944,158.3313697,1.997692971,18.26535113,3.258404451,678,0.166666667,2.713273885,678,0.166666667,680,0.166666667,706,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet79,10,1,0,0,0,,ErP,ErP,0,,4,ErP,673,678,6,6,658,-652,658,-652,12,-1304,,,,1.0002,109.6886,0,0,0,0,0,1.0002,0,1.0002,170.3833333,171.2166667,0.833333333,659.4574236,535.7216157,659.0169214,545.4677948,9.756128742,109.2686419,7.984938361,89.43130964,0.818453566,89.41342696,7.699728723,677,0.166666667,3.413152636,677,0.166666667,678,0.166666667,676,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet80,9,1,0,0,0,,ErP,ErP,0,,3,ErP,531,615,85,85,595,-510,595,-510,170,-1020,,,,14.1695,99.1865,0,0,0,0,0,14.1695,0,14.1695,146.7166667,160.7166667,14,730.3733624,600.7008734,694.0212882,659.5889738,69.20463622,775.0919257,317.8373744,3559.778594,4.592717942,251.2282433,47.33725667,552,0.166666667,34.85173225,552,0.166666667,554,0.166666667,555,0.166666667,1,0,0,0,,ErP,ErP,0,,ErP,1,0,0,0,,ErP,ErP,0,,ErP,0,,0,0,0,,0,0,0,,0,0,0,,1,ErP Expansion,0,,ErP Expansion,
Cntrl MEP,02102020_sp3a,Sheet81,10,1,0,0,0,,ErP,ErP,0,,4,ErP,616,724,109,109,704,-595,704,-595,218,-1190,,,,18.1703,117.3568,0,0,0,0,0,18.1703,0,18.1703,160.8833333,178.8833333,18,697.6129913,660.8717249,724.9530568,543.1932314,120.8126939,1353.102171,116.2422931,1301.913683,0.962169532,71.65064325,18.73165448,686,0.166666667,15.5962143,686,0.166666667,674,0.166666667,688,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MEP,02102020_sp3a,Sheet82,10,1,0,0,0,,ErP,ErP,0,,4,ErP,616,699,84,84,679,-595,679,-595,168,-1190,,,,14.0028,113.1893,0,0,0,0,0,14.0028,0,14.0028,160.8833333,174.7166667,13.83333333,682.2199782,664.4634279,774.5289301,676.6610262,93.11135278,1042.847151,139.1027161,1557.95042,1.493939374,111.2599209,23.84763395,666,0.166666667,21.5276439,666,0.166666667,669,0.166666667,667,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
