Condition,Movie,Cell ID,Generation,R.P,G.P,B.P,Parent MkP,Parent MkP.2,Parent ErP,Parent ErP.2,Parent MEP,Parent MEP.2,Generations Since Blue,Parent Type,First Frame,Last Frame,# of Time Frames,1,2,3,4,5,2Hr Conversion,2Hr Conversion.1,30Min Conversion,30Min Conversion.1,30Min Conversion.2,10Min Conversion,10Min Conversion.1,Sum of Conversions,Sum of Conversions.1,Sum of Conversions.2,Sum of Conversions.3,Sum of Conversions.4,Sum of Conversions.5,Sum of Conversions.6,Hours,First Time,Last Time,Total Time,1st X,1st Y,Last X,Last Y,Diffusion Pixel Distance,Diffusion Micron Distance,Total Pixel Distance,Total Micron Distance,Directionality,Avg Velocity,1 Peak Velocity,1 Peak Frame,1 Peak Time,3 Peak Velocity,3 Peak Frame 1,3 Peak Time 1,3 Peak Frame 2,3 Peak Time 2,3 Peak Frame 3,3 Peak Time 3,R.D1,G.D1,B.D1,Daughter 1 MkP,Daughter 1 MkP.2,Daughter 1 ErP,Daughter 1 ErP.2,Daughter 1 MEP,Daughter 1 MEP.2,Daughter 1 Type,R.D2,G.D2,B.D2,Daughter 2 MkP,Daughter 2 MkP.2,Daughter 2 ErP,Daughter 2 ErP.2,Daughter 2 MEP,Daughter 2 MEP.2,Daughter 2 Type,MEP Expansion,MEP Expansion.2,MEP Maintenance+E,MEP Maintenance+E.1,MEP Maintenance+E.2,MEP Maintenance+E.3,MEP Maintenance+Mk,MEP Maintenance+Mk.1,MEP Maintenance+Mk.2,MEP Maintenance+Mk.3,MEP Maintenance,MEP Exhaustion,MEP Exhaustion.1,MEP Exhaustion.2,MEP Exhaustion.3,ErP Expansion,ErP Expansion.2,MkP Expansion,Division Outcome,Division Outcome.6
Cntrl MkP,11082018_sp6_MkP,Sheet1,1,0,1,0,MkP,MkP,0,,0,,,MkP,1,7,7,7,-10,17,-10,17,14,34,,,,1.1669,-1.667,14,0,0,0,0,0,0,14,24,36,12,692.0522388,455.2574627,758.0776699,389.192233,93.4022062,1046.104709,115.7818721,1296.756967,1.239605324,92.62549767,69.20177615,3,2,42.87764395,3,2,6,2,2,2,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp6_MkP,Sheet2,2,0,1,0,MkP,MkP,0,,0,,,MkP,8,16,9,9,-1,10,-1,10,18,20,,,,1.5003,-0.1667,18,0,0,0,0,0,0,18,38,54,16,758.058642,389.4351852,704.2785714,412.9142857,58.68188945,657.2371619,192.9710414,2161.275664,3.288425836,120.0708702,91.41226522,11,2,62.95041642,11,2,16,2,10,2,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp6_MkP,Sheet3,3,0,1,0,MkP,MkP,0,,0,,,MkP,17,379,363,363,362,1,362,1,726,2,,,,60.5121,60.3454,0,2,0,0,0,0,60.3454,62.3454,56,150.2019,94.2019,700.7741935,409.1572581,544.6235521,471.2374517,168.0386065,1882.032392,1051.703871,11779.08335,6.258703834,188.9326775,116.5308588,18,2,71.023357,18,2,236,0.1667,60,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp6_MkP,Sheet4,3,0,1,0,MkP,MkP,0,,0,,,MkP,17,379,363,363,362,1,362,1,726,2,,,,60.5121,60.3454,0,2,0,0,0,0,60.3454,62.3454,56,150.2019,94.2019,727.6162791,431.5930233,656.1842576,521.3953488,114.7475114,1285.172128,1485.363338,16636.06939,12.94462355,266.8371587,153.1023372,18,2,80.47024136,18,2,377,0.1667,20,0.1667,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp6_MkP,Sheet5,4,0,1,0,MkP,MkP,0,,0,,,MkP,109,379,271,271,362,-91,362,-91,542,-182,,,,45.1757,60.3454,0,0,0,0,0,45.1757,0,45.1757,77.6696,150.2019,72.5323,607.9190476,533.0047619,563.6086957,542.915601,45.4051982,508.5382198,416.1356924,4660.719755,9.164935049,103.1687335,53.60556302,236,0.1667,23.13845337,236,0.1667,269,0.1667,350,0.1667,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp6_MkP,Sheet6,4,0,1,0,MkP,MkP,0,,0,,,MkP,109,379,271,271,362,-91,362,-91,542,-182,,,,45.1757,60.3454,0,0,0,0,0,45.1757,0,45.1757,77.6696,150.2019,72.5323,595.1478261,530.0608696,548.5280528,526.2376238,46.77628105,523.8943478,1903.423842,21318.34703,40.69207296,471.8985434,59.74790921,331,0.1667,53.00187409,331,0.1667,236,0.1667,334,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp6_MkP,Sheet7,2,0,1,0,MkP,MkP,0,,0,,,MkP,8,379,372,372,362,10,362,10,744,20,,,,62.0124,60.3454,0,20,0,0,0,0,60.3454,80.3454,38,150.2019,112.2019,766.5103734,403.4564315,613.2124224,519.5559006,192.3001522,2153.761704,978.572328,10960.01007,5.08877563,136.4111707,91.32587751,10,2,68.34340328,10,2,11,2,350,0.1667,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp6_MkP,Sheet8,3,0,1,0,MkP,MkP,0,,0,,,MkP,16,379,364,364,362,2,362,2,728,4,,,,60.6788,60.3454,0,4,0,0,0,0,60.3454,64.3454,54,150.2019,96.2019,885.045283,426.4792453,706.4611504,519.9828456,201.5817842,2257.715983,769.3869803,8617.134179,3.816748539,133.9199722,154.611396,18,2,79.14185403,18,2,236,0.1667,34,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp6_MkP,Sheet9,3,0,1,0,MkP,MkP,0,,0,,,MkP,16,105,90,90,88,2,88,2,180,4,,,,15.003,14.6696,0,4,0,0,0,0,14.6696,18.6696,54,77.0028,23.0028,874.3311037,415.7056856,767.5290023,531.1693735,157.2849392,1761.591319,406.3580843,4551.210544,2.583579117,243.7765428,119.8310836,18,2,57.91398085,18,2,17,2,42,0.1667,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp6_MkP,Sheet10,4,0,1,0,MkP,MkP,0,,0,,,MkP,106,379,274,274,362,-88,362,-88,548,-176,,,,45.6758,60.3454,0,0,0,0,0,45.6758,0,45.6758,77.1695,150.2019,73.0324,765.8825758,534.3371212,692.361465,541.160828,73.83709573,826.9754722,636.1026375,7124.34954,8.614946609,155.9764589,61.97797177,236,0.1667,39.62841317,236,0.1667,148,0.1667,145,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp6_MkP,Sheet11,4,0,1,0,MkP,MkP,0,,0,,,MkP,106,379,274,274,362,-88,362,-88,548,-176,,,,45.6758,60.3454,0,0,0,0,0,45.6758,0,45.6758,77.1695,150.2019,73.0324,769.780303,521.9924242,662.5598756,547.0746501,110.115113,1233.289266,516.7870314,5788.014752,4.693152623,126.7195047,57.55530925,236,0.1667,43.63657233,236,0.1667,129,0.1667,134,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp7_MkP,Sheet1,1,0,1,0,MkP,MkP,0,,0,,,MkP,1,6,6,6,-11,17,-11,17,12,34,,,,1.0002,-1.8337,12,0,0,0,0,0,0,12,24,34,10,665.1824324,470.777027,676.0142857,456.3166667,18.06740345,202.3549186,16.02958734,179.5313782,0.88721035,14.96094818,15.42273042,5,2,7.444632103,5,2,4,2,3,2,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp7_MkP,Sheet2,2,0,1,0,MkP,MkP,0,,0,,,MkP,7,17,11,11,0,11,0,11,22,22,,,,1.8337,0,22,0,0,0,0,0,0,22,36,56,20,679.215,460.33,675.3672457,456.4516129,5.463249944,61.18839937,17.46884223,195.651033,3.197518403,8.893228774,8.299302866,8,2,5.410467336,8,2,14,2,9,2,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp7_MkP,Sheet3,3,0,1,0,MkP,MkP,0,,0,,,MkP,18,379,362,362,362,0,362,0,724,0,,,,60.3454,60.3454,0,0,0,0,0,60.3454,0,60.3454,58,150.2019,92.2019,679.4981273,455.8464419,743.06639,350.4771784,123.0593585,1378.264815,1067.852783,11959.95117,8.67754225,198.1915965,51.10180254,236,0.1667,30.92087447,236,0.1667,264,0.1667,257,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp7_MkP,Sheet4,3,0,1,0,MkP,MkP,0,,0,,,MkP,18,379,362,362,362,0,362,0,724,0,,,,60.3454,60.3454,0,0,0,0,0,60.3454,0,60.3454,58,150.2019,92.2019,661.9241877,464.1516245,551.1768293,460.0213415,110.8243504,1241.232725,774.8773144,8678.625921,6.991940955,143.8158654,59.01390306,236,0.1667,28.45535663,236,0.1667,261,0.1667,208,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp7_MkP,Sheet5,2,0,1,0,MkP,MkP,0,,0,,,MkP,7,16,10,10,-1,11,-1,11,20,22,,,,1.667,-0.1667,20,0,0,0,0,0,0,20,36,54,18,668.5342466,469.010274,650.4860051,453.692112,23.67245463,265.1314919,18.54167077,207.6667126,0.783259322,10.38333563,6.136053464,10,2,5.472622624,10,2,9,2,14,2,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp7_MkP,Sheet6,3,0,1,0,MkP,MkP,0,,0,,,MkP,17,379,363,363,362,1,362,1,726,2,,,,60.5121,60.3454,0,2,0,0,0,0,60.3454,62.3454,56,150.2019,94.2019,656.6541096,454.9623288,635.4213483,477.7949438,31.17945576,349.2099045,683.852748,7659.150777,21.93279938,122.8502949,54.70551872,236,0.1667,30.278233,236,0.1667,78,0.1667,125,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp7_MkP,Sheet7,3,0,1,0,MkP,MkP,0,,0,,,MkP,17,379,363,363,362,1,362,1,726,2,,,,60.5121,60.3454,0,2,0,0,0,0,60.3454,62.3454,56,150.2019,94.2019,637.2970297,448.990099,582.8535354,448.969697,54.44349817,609.7671795,581.1280479,6508.634137,10.67396599,104.3963811,54.12470463,236,0.1667,27.01682789,236,0.1667,121,0.1667,113,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp10_MkP,Sheet1,1,0,1,0,MkP,MkP,0,,0,,,MkP,1,10,10,10,-7,17,-7,17,20,34,,,,1.667,-1.1669,20,0,0,0,0,0,0,20,24,42,18,644.1262136,422.7087379,640.6563147,500.0020704,77.37117972,866.5572129,74.71172228,836.7712895,0.965627286,41.83856448,53.56458157,9,2,30.47505789,9,2,6,2,10,2,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp10_MkP,Sheet2,2,0,1,0,MkP,MkP,0,,0,,,MkP,11,77,67,67,60,7,60,7,134,14,,,,11.1689,10.002,0,14,0,0,0,0,10.002,24.002,44,72.3352,28.3352,665.4956012,416.6715543,585.3208333,475.775,99.60527445,1115.579074,394.3280109,4416.473722,3.958906926,184.0044047,205.236132,18,2,95.75747937,18,2,15,2,16,2,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp10_MkP,Sheet3,3,0,1,0,MkP,MkP,0,,0,,,MkP,78,379,302,302,362,-60,362,-60,604,-120,,,,50.3434,60.3454,0,0,0,0,0,50.3434,0,50.3434,72.5019,150.2019,77.7,582.0507813,471.6992188,561.2479339,378.5694966,95.42485841,1068.758414,1805.967675,20226.83796,18.92554733,401.7773523,74.46560118,236,0.166666667,58.10611025,236,0.166666667,214,0.166666667,221,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp10_MkP,Sheet4,3,0,1,0,MkP,MkP,0,,0,,,MkP,78,191,114,114,174,-60,174,-60,228,-120,,,,19.0038,29.0058,0,0,0,0,0,19.0038,0,19.0038,72.5019,94.771,22.2691,590.785124,483.2479339,585.1133455,476.9890311,8.446474713,94.60051678,446.4543586,5000.288816,52.8568869,263.1204715,34.40663444,102,0.166666667,33.00636777,102,0.166666667,101,0.166666667,100,0.166666667,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp10_MkP,Sheet5,4,0,1,0,MkP,MkP,0,,0,,,MkP,192,379,188,188,362,-174,362,-174,376,-348,,,,31.3396,60.3454,0,0,0,0,0,31.3396,0,31.3396,95.0593,150.2019,55.1426,579.867036,473.0138504,538.4571805,482.0671937,42.38796005,474.7451526,361.5925632,4049.836708,8.530548833,129.2242628,66.1818184,236,0.166666667,29.72216042,236,0.166666667,243,0.166666667,242,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp10_MkP,Sheet6,4,0,1,0,MkP,MkP,0,,0,,,MkP,192,379,188,188,362,-174,362,-174,376,-348,,,,31.3396,60.3454,0,0,0,0,0,31.3396,0,31.3396,95.0593,150.2019,55.1426,591.6490683,484.6055901,552.0182421,510.8988391,47.55982898,532.6700845,501.2479168,5613.976668,10.53931285,179.1336414,62.51802621,236,0.166666667,29.60949787,236,0.166666667,319,0.166666667,219,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp10_MkP,Sheet7,2,0,1,0,MkP,MkP,0,,0,,,MkP,11,60,50,50,43,7,43,7,100,14,,,,8.335,7.1681,0,14,0,0,0,0,7.1681,21.1681,44,69.5013,25.5013,649.7108014,501.4878049,634.4345992,555.1793249,55.82241196,625.2110139,387.4732676,4339.700598,6.94117746,205.0113424,59.90123724,13,2,45.38560507,13,2,34,0.166666667,30,0.166666667,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp10_MkP,Sheet8,3,0,1,0,MkP,MkP,0,,0,,,MkP,61,243,183,183,226,-43,226,-43,366,-86,,,,30.5061,37.6742,0,0,0,0,0,30.5061,0,30.5061,69.668,109.7626,40.0946,631.6611296,546.9501661,595.9385749,556.8918919,37.08016749,415.2978758,730.2370474,8178.654931,19.6934668,268.0990009,54.31166445,236,0.166666667,44.10414372,236,0.166666667,213,0.166666667,112,0.166666667,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp10_MkP,Sheet9,4,0,1,0,MkP,MkP,0,,0,,,MkP,244,379,136,136,362,-226,362,-226,272,-452,,,,22.6712,60.3454,0,0,0,0,0,22.6712,0,22.6712,110.0509,150.2019,40.151,596.3196721,562.1721311,598.275,563.3305556,2.272719557,25.45445904,273.9205511,3067.910173,120.5254517,135.3219138,10.60162312,282,0.166666667,10.57943735,282,0.166666667,287,0.166666667,274,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp10_MkP,Sheet10,4,0,1,0,MkP,MkP,0,,0,,,MkP,244,379,136,136,362,-226,362,-226,272,-452,,,,22.6712,60.3454,0,0,0,0,0,22.6712,0,22.6712,110.0509,150.2019,40.151,592.1518987,549.6582278,585.3443114,549.6976048,6.807701239,76.24625388,400.0340148,4480.380965,58.76198157,197.6243412,30.59185253,247,0.166666667,24.50800466,247,0.166666667,248,0.166666667,322,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp10_MkP,Sheet11,3,0,1,0,MkP,MkP,0,,0,,,MkP,61,178,118,118,161,-43,161,-43,236,-86,,,,19.6706,26.8387,0,0,0,0,0,19.6706,0,19.6706,69.668,91.0231,21.3551,634.8401826,561.1415525,635.3092551,554.2121896,6.945221312,77.7864787,528.6721619,5921.128213,76.12027582,301.0141131,42.4674181,141,0.166666667,35.85032491,141,0.166666667,102,0.166666667,123,0.166666667,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp10_MkP,Sheet12,4,0,1,0,MkP,MkP,0,,0,,,MkP,179,319,141,141,302,-161,302,-161,282,-322,,,,23.5047,50.3434,0,0,0,0,0,23.5047,0,23.5047,91.3114,131.6734,40.362,638.3016529,558.6818182,572.5798923,577.7486535,68.43167415,766.4347505,390.052102,4368.583542,5.699876656,185.86,68.54501155,236,0.166666667,37.89948236,236,0.166666667,227,0.166666667,222,0.166666667,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp10_MkP,Sheet13,5,0,1,0,MkP,MkP,0,,0,,,MkP,320,379,60,60,362,-302,362,-302,120,-604,,,,10.002,60.3454,0,0,0,0,0,10.002,0,10.002,131.9617,150.2019,18.2402,582.0293255,572.7595308,579.2091346,568.3822115,5.207148984,58.32006863,126.4905126,1416.693741,24.29170223,141.6410459,11.27165832,356,0.166666667,9.814158975,356,0.166666667,321,0.166666667,322,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp10_MkP,Sheet14,5,0,1,0,MkP,MkP,0,,0,,,MkP,320,379,60,60,362,-302,362,-302,120,-604,,,,10.002,60.3454,0,0,0,0,0,10.002,0,10.002,131.9617,150.2019,18.2402,567.746594,579.7356948,571.7729885,583.6494253,5.615081373,62.88891137,86.54394139,969.2921436,15.41276709,96.90983239,5.992710822,321,0.166666667,5.904333596,321,0.166666667,342,0.166666667,340,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp10_MkP,Sheet15,4,0,1,0,MkP,MkP,0,,0,,,MkP,179,302,124,124,285,-161,285,-161,248,-322,,,,20.6708,47.5095,0,0,0,0,0,20.6708,0,20.6708,91.3114,126.7723,35.4609,630.3495575,548.4557522,576.8940397,538.4812362,54.37815142,609.0352959,383.1723969,4291.530845,7.046440287,207.6131957,73.72455296,236,0.166666667,37.35790617,236,0.166666667,217,0.166666667,222,0.166666667,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp10_MkP,Sheet16,5,0,1,0,MkP,MkP,0,,0,,,MkP,303,379,77,77,362,-285,362,-285,154,-570,,,,12.8359,60.3454,0,0,0,0,0,12.8359,0,12.8359,127.0606,150.2019,23.1413,582.1020408,533.3843537,580.0497076,532.8274854,2.126540381,23.81725227,114.983728,1287.817753,54.0707945,100.3293694,17.28015192,321,0.166666667,12.17613816,321,0.166666667,322,0.166666667,356,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp10_MkP,Sheet17,5,0,1,0,MkP,MkP,0,,0,,,MkP,303,379,77,77,362,-285,362,-285,154,-570,,,,12.8359,60.3454,0,0,0,0,0,12.8359,0,12.8359,127.0606,150.2019,23.1413,576.2710843,544.6777108,565.9559902,546.7090465,10.51320555,117.7479022,129.8683838,1454.525899,12.35288164,113.317017,8.793804952,355,0.166666667,7.739162643,355,0.166666667,356,0.166666667,372,0.166666667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp11_MkP,Sheet1,1,0,1,0,MkP,MkP,0,,0,,,MkP,1,17,17,17,0,17,0,17,34,34,,,,2.8339,0,34,0,0,0,0,0,0,34,24,56,32,666.2512077,452.1449275,649.9730821,234.0874832,218.6641864,2449.038888,410.9729824,4602.897403,1.879470933,135.3793354,206.1458424,13,2,135.7233806,13,2,12,2,8,2,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp11_MkP,Sheet2,2,0,1,0,MkP,MkP,0,,0,,,MkP,18,379,362,362,362,0,362,0,724,0,,,,60.3454,60.3454,0,0,0,0,0,60.3454,0,60.3454,58,150.2019,92.2019,655.8022814,503.1958175,650.8728606,504.3765281,5.068852567,56.77114875,1176.188554,13173.31181,232.0423683,218.298525,54.49353454,236,0.1667,38.85919627,236,0.1667,48,0.1667,355,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp11_MkP,Sheet3,2,0,1,0,MkP,MkP,0,,0,,,MkP,18,126,109,109,109,0,109,0,218,0,,,,18.1703,18.1703,0,0,0,0,0,18.1703,0,18.1703,58,80.5035,22.5035,674.5229885,499.7126437,730.2251462,534.9532164,65.91379473,738.234501,290.6891219,3255.718165,4.410140898,179.1780083,34.18893759,41,0.1667,22.20466543,41,0.1667,38,0.1667,42,0.1667,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp11_MkP,Sheet4,3,0,1,0,MkP,MkP,0,,0,,,MkP,127,379,253,253,362,-109,362,-109,506,-218,,,,42.1751,60.3454,0,0,0,0,0,42.1751,0,42.1751,80.6702,150.2019,69.5317,731.3283582,534.1691542,667.2345972,537.4218009,64.17624106,718.7738999,484.9183505,5431.085526,7.556041652,128.7746923,54.22937636,236,0.1667,30.6070133,236,0.1667,364,0.1667,365,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp11_MkP,Sheet5,3,0,1,0,MkP,MkP,0,,0,,,MkP,127,379,253,253,362,-109,362,-109,506,-218,,,,42.1751,60.3454,0,0,0,0,0,42.1751,0,42.1751,80.6702,150.2019,69.5317,721.0985011,522.3104925,668.9432892,514.1928166,52.78316762,591.1714774,788.4749471,8830.919407,14.93799979,209.3870413,53.89627348,236,0.1667,34.03948233,236,0.1667,301,0.1667,302,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp12_MkP,Sheet1,1,0,1,0,MkP,MkP,0,,0,,,MkP,1,8,8,8,-9,17,-9,17,16,34,,,,1.3336,-1.5003,16,0,0,0,0,0,0,16,24,38,14,670.264574,491.206278,652.0634328,488.7873134,18.36117995,205.6452154,80.10499323,897.1759242,4.362736679,56.07349526,34.00049969,4,2,30.46527897,4,2,6,2,3,2,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp12_MkP,Sheet2,2,0,1,0,MkP,MkP,0,,0,,,MkP,9,16,8,8,-1,9,-1,9,16,18,,,,1.3336,-0.1667,16,0,0,0,0,0,0,16,40,54,14,669.5131086,467.9775281,668.9351351,491.1756757,23.20534647,259.8998805,40.39153707,452.3852152,1.740613402,28.27407595,33.4453659,12,2,17.34823035,12,2,15,2,10,2,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
Cntrl MkP,11082018_sp12_MkP,Sheet3,3,0,1,0,MkP,MkP,0,,0,,,MkP,17,379,363,363,362,1,362,1,726,2,,,,60.5121,60.3454,0,2,0,0,0,0,60.3454,62.3454,56,150.2019,94.2019,654.264574,487.6816143,644.7857143,346.4120083,141.5872536,1585.77724,1544.227576,17295.34885,10.90654375,277.4117873,92.13181474,85,0.1667,84.04464686,85,0.1667,69,0.1667,68,0.1667,0,0,0,0,,0,,0,,,0,0,0,0,,0,,0,,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,
Cntrl MkP,11082018_sp12_MkP,Sheet4,3,0,1,0,MkP,MkP,0,,0,,,MkP,17,104,88,88,87,1,87,1,176,2,,,,14.6696,14.5029,0,2,0,0,0,0,14.5029,16.5029,56,76.8361,20.8361,670.597561,488.0203252,707.4601227,541.7423313,65.15291547,729.7126533,280.1765519,3137.977381,4.300291857,190.1470275,69.36522372,18,2,44.2106175,18,2,19,0.1667,24,0.1667,0,1,0,MkP,MkP,0,,0,,MkP,0,1,0,MkP,MkP,0,,0,,MkP,0,,0,0,0,,0,0,0,,0,0,0,,0,,1,MkP Expansion,MkP Expansion,
